# benders_position_x_set	index0_set	index1_set	daq_ai_voltage
# "x position"	"index0"	"index1"	"Voltage"
# 50	4	50
-1.5	0	0	-1.47541254448673
-1.5	0	1	-1.41520390178104
-1.5	0	2	-1.35496514807027
-1.5	0	3	-1.29476652341554
-1.5	0	4	-1.23458426975894
-1.5	0	5	-1.17434344521403
-1.5	0	6	-1.11409755043556
-1.5	0	7	-1.0538504473746
-1.5	0	8	-0.993613144386743
-1.5	0	9	-0.933362784822442
-1.5	0	10	-0.873101363541968
-1.5	0	11	-0.812875041543337
-1.5	0	12	-0.75263875034741
-1.5	0	13	-0.692405107858873
-1.5	0	14	-0.632214609425739
-1.5	0	15	-0.571969715189611
-1.5	0	16	-0.511750515483041
-1.5	0	17	-0.451519925240023
-1.5	0	18	-0.391298288207574
-1.5	0	19	-0.33107658990807
-1.5	0	20	-0.270872405658484
-1.5	0	21	-0.210645238152306
-1.5	0	22	-0.150435840249703
-1.5	0	23	-0.0902173636430198
-1.5	0	24	-0.0299888416136939
-1.5	0	25	0.0303508710616606
-1.5	0	26	0.0905619521607607
-1.5	0	27	0.150772780513746
-1.5	0	28	0.210996555434573
-1.5	0	29	0.27121885632563
-1.5	0	30	0.331381997807844
-1.5	0	31	0.39156838994856
-1.5	0	32	0.45177455710826
-1.5	0	33	0.511989619702162
-1.5	0	34	0.572200122853381
-1.5	0	35	0.632401303265001
-1.5	0	36	0.692575070523883
-1.5	0	37	0.752775635405942
-1.5	0	38	0.81300216194712
-1.5	0	39	0.873183315646661
-1.5	0	40	0.9334068504551
-1.5	0	41	0.993582181541678
-1.5	0	42	1.0537779413739
-1.5	0	43	1.11399664186652
-1.5	0	44	1.17418355904095
-1.5	0	45	1.23438672309334
-1.5	0	46	1.2947045113133
-1.5	0	47	1.35488415947402
-1.5	0	48	1.41508076569198
-1.5	0	49	1.47526658212282

-1.5	1	0	-1.49891729965138
-1.5	1	1	-1.49920161192687
-1.5	1	2	-1.49948650364361
-1.5	1	3	-1.4997575531644
-1.5	1	4	-1.50005139402306
-1.5	1	5	-1.50034471982373
-1.5	1	6	-1.50063160739398
-1.5	1	7	-1.5009128937038
-1.5	1	8	-1.50121014682684
-1.5	1	9	-1.5014940728123
-1.5	1	10	-1.50178153982527
-1.5	1	11	-1.50204988529269
-1.5	1	12	-1.50234276042065
-1.5	1	13	-1.50262726584879
-1.5	1	14	-1.50292896135426
-1.5	1	15	-1.50320947508013
-1.5	1	16	-1.50350151324004
-1.5	1	17	-1.50377906538058
-1.5	1	18	-1.50408829361843
-1.5	1	19	-1.50435651032488
-1.5	1	20	-1.50463798978777
-1.5	1	21	-1.50492249521977
-1.5	1	22	-1.50520899650387
-1.5	1	23	-1.50549491834766
-1.5	1	24	-1.50578586201221
-1.5	1	25	-1.50608176311526
-1.5	1	26	-1.506369230136
-1.5	1	27	-1.50665212601309
-1.5	1	28	-1.50692774668944
-1.5	1	29	-1.50718701425902
-1.5	1	30	-1.50746585405184
-1.5	1	31	-1.50773632414455
-1.5	1	32	-1.50803744021829
-1.5	1	33	-1.50831338280843
-1.5	1	34	-1.50856222044553
-1.5	1	35	-1.50881884834281
-1.5	1	36	-1.50907824467992
-1.5	1	37	-1.50931568664881
-1.5	1	38	-1.50955312861803
-1.5	1	39	-1.50979250205696
-1.5	1	40	-1.51000528560101
-1.5	1	41	-1.51021897049771
-1.5	1	42	-1.51041411328851
-1.5	1	43	-1.51064498826332
-1.5	1	44	-1.51083871464373
-1.5	1	45	-1.51101061542015
-1.5	1	46	-1.51118103540352
-1.5	1	47	-1.51132776269573
-1.5	1	48	-1.51148311721808
-1.5	1	49	-1.51161001475799

-1.5	2	0	0.00738868346052239
-1.5	2	1	0.00736003343935971
-1.5	2	2	0.00737651524928872
-1.5	2	3	0.0073755495182353
-1.5	2	4	0.00733234914925154
-1.5	2	5	0.00736363883527991
-1.5	2	6	0.00731509475448379
-1.5	2	7	0.00738166581488838
-1.5	2	8	0.00737831794724647
-1.5	2	9	0.00735655680757936
-1.5	2	10	0.00707713862372331
-1.5	2	11	0.00688592387579945
-1.5	2	12	0.00693176390964174
-1.5	2	13	0.00705524871993037
-1.5	2	14	0.00735552669445609
-1.5	2	15	0.00768233008196879
-1.5	2	16	0.00774201226088709
-1.5	2	17	0.00780439848676678
-1.5	2	18	0.00744006035241316
-1.5	2	19	0.00736505524082199
-1.5	2	20	0.00737677277756717
-1.5	2	21	0.00734368039357333
-1.5	2	22	0.00739029301226927
-1.5	2	23	0.00738308222042852
-1.5	2	24	0.00737278108922513
-1.5	2	25	0.00737999188106745
-1.5	2	26	0.00735861703381878
-1.5	2	27	0.00736157860903858
-1.5	2	28	0.00736563467945246
-1.5	2	29	0.00734960354401691
-1.5	2	30	0.00737368243820366
